surival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_group,Family_size,family_size
0,3,male,-0.5691640681164485,1,0,-0.5280326650334237,S,Third,man,True,Southampton,no,False,Youth,small,1
1,1,female,0.5987112701367212,1,0,0.6979560284475276,C,First,woman,False,Cherbourg,yes,False,Middle,small,1
1,3,female,-0.27719523355315595,0,0,-0.5151090398555921,S,Third,woman,False,Southampton,yes,True,Youth,small,0
1,1,female,0.37973464421425174,1,0,0.34981654149039465,S,First,woman,False,Southampton,yes,False,Middle,small,1
0,3,male,0.37973464421425174,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Middle,small,0
0,3,male,-0.0071884664720878915,0,0,-0.5048984186595366,Q,Third,man,True,Queenstown,no,True,Youth,small,0
0,1,male,1.766586608389891,0,0,0.3261232286643701,S,First,man,True,Southampton,no,True,Old,small,0
0,3,male,-2.0290082409329098,3,1,-0.2633376752800587,S,Third,child,False,Southampton,no,False,kids,small,4
1,3,female,-0.20420302491233291,0,2,-0.45368257073257434,S,Third,woman,False,Southampton,yes,False,Youth,small,2
1,2,female,-1.153101737243033,1,0,-0.09110308657674429,C,Second,child,False,Cherbourg,yes,False,Child,small,1
1,3,female,-1.883023823651264,1,1,-0.3471019125437818,S,Third,child,False,Southampton,yes,False,kids,small,2
1,1,female,2.0585554429531836,0,0,-0.1585127155043137,S,First,woman,False,Southampton,yes,True,Old,small,0
0,3,male,-0.7151484853980944,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,0.6717034787775442,1,5,-0.06804733925949275,S,Third,man,True,Southampton,no,False,Middle,small,6
0,3,female,-1.153101737243033,0,0,-0.5164645845409114,S,Third,child,False,Southampton,no,True,Child,small,0
1,2,female,1.8395788170307141,0,0,-0.36050419050597743,S,Second,woman,False,Southampton,yes,True,Old,small,0
0,3,male,-2.0290082409329098,4,1,-0.10921147871480806,Q,Third,child,False,Queenstown,no,False,kids,small,5
1,2,male,-0.0071884664720878915,0,0,-0.41794252462967335,S,Second,man,True,Southampton,yes,True,Youth,small,0
0,3,female,0.08776580965095956,1,0,-0.3222119677568469,S,Third,woman,False,Southampton,no,False,Middle,small,1
1,3,female,-0.0071884664720878915,0,0,-0.5285113178177879,C,Third,woman,False,Cherbourg,yes,True,Youth,small,0
0,2,male,0.37973464421425174,0,0,-0.1690430767603246,S,Second,man,True,Southampton,no,True,Middle,small,0
1,2,male,0.3067424355734287,0,0,-0.41794252462967335,S,Second,man,True,Southampton,yes,True,Middle,small,0
1,3,female,-1.0801095286022098,0,0,-0.5131140150503625,Q,Third,child,False,Queenstown,yes,True,Child,small,0
1,1,male,-0.13121081627150988,0,0,0.012844981298045685,S,First,man,True,Southampton,yes,True,Youth,small,0
0,3,female,-1.5910549890879713,3,1,-0.2633376752800587,S,Third,child,False,Southampton,no,False,kids,small,4
1,3,female,0.5987112701367212,1,5,-0.06589340172985411,S,Third,woman,False,Southampton,yes,False,Middle,small,6
0,3,male,-0.0071884664720878915,0,0,-0.5285113178177879,C,Third,man,True,Cherbourg,no,True,Youth,small,0
0,1,male,-0.7881406940389174,3,2,4.3685853190116495,S,First,man,True,Southampton,no,False,Youth,small,5
1,3,female,-0.0071884664720878915,0,0,-0.5159859317565473,Q,Third,woman,False,Queenstown,yes,True,Youth,small,0
0,3,male,-0.0071884664720878915,0,0,-0.5156681063077294,S,Third,man,True,Southampton,no,True,Youth,small,0
0,1,male,0.7446956874183672,0,0,-0.13609644830697265,C,First,man,True,Cherbourg,no,True,Middle,small,0
1,1,female,-0.0071884664720878915,1,0,2.138461582991384,C,First,woman,False,Cherbourg,yes,False,Youth,small,1
1,3,female,-0.0071884664720878915,0,0,-0.5184596093461411,Q,Third,woman,False,Queenstown,yes,True,Youth,small,0
0,2,male,2.642493112079768,0,0,-0.46580780306608655,S,Second,man,True,Southampton,no,True,Old,small,0
0,1,male,-0.13121081627150988,1,0,0.9064093160381074,C,First,man,True,Cherbourg,no,False,Youth,small,1
0,1,male,0.8906801047000137,1,0,0.3287558189783729,S,First,man,True,Southampton,no,False,Middle,small,1
1,3,male,-0.0071884664720878915,0,0,-0.5284309041500147,C,Third,man,True,Cherbourg,yes,True,Youth,small,0
0,3,male,-0.6421562767572715,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,female,-0.8611329026797405,2,0,-0.3222119677568469,S,Third,woman,False,Southampton,no,False,Child,small,2
1,3,female,-1.153101737243033,1,0,-0.4516071322595715,C,Third,child,False,Cherbourg,yes,False,Child,small,1
0,3,female,0.7446956874183672,1,0,-0.48543256722501593,S,Third,woman,False,Southampton,no,False,Middle,small,1
0,2,female,-0.20420302491233291,1,0,-0.26477363363315104,S,Second,woman,False,Southampton,no,False,Youth,small,1
0,3,male,-0.0071884664720878915,0,0,-0.5156681063077294,C,Third,man,True,Cherbourg,no,True,Youth,small,0
1,2,female,-1.956016032292087,1,2,0.12923802156630293,C,Second,child,False,Cherbourg,yes,False,kids,small,3
1,3,female,-0.7881406940389174,0,0,-0.5159859317565473,Q,Third,woman,False,Queenstown,yes,True,Youth,small,0
0,3,male,-0.0071884664720878915,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.0071884664720878915,1,0,-0.37007724619326016,Q,Third,man,True,Queenstown,no,False,Youth,small,1
0,3,male,-0.0071884664720878915,2,0,-0.25176959478754624,C,Third,man,True,Cherbourg,no,False,Youth,small,2
0,3,female,-0.8611329026797405,1,0,-0.32604119003175996,S,Third,woman,False,Southampton,no,False,Child,small,1
0,3,male,-1.6640471977287945,4,1,0.09301932267903773,S,Third,child,False,Southampton,no,False,kids,small,5
0,3,male,-0.6421562767572715,0,0,-0.5175023037774128,S,Third,man,True,Southampton,no,True,Youth,small,0
1,1,female,1.4016255651857754,1,0,0.8022238363822727,C,First,woman,False,Cherbourg,yes,False,Middle,small,1
1,2,female,-0.058218607630686516,1,0,-0.1690430767603246,S,Second,woman,False,Southampton,yes,False,Youth,small,1
0,1,male,2.569500903438945,0,1,0.5198186936074348,C,First,man,True,Cherbourg,no,False,Old,small,1
1,1,male,-0.0071884664720878915,0,0,0.012844981298045685,S,First,man,True,Southampton,yes,True,Youth,small,0
1,2,female,-0.6421562767572715,0,0,-0.46580780306608655,S,Second,woman,False,Southampton,yes,True,Youth,small,0
0,3,male,-0.0947147119510982,0,0,-0.5284309041500147,C,Third,man,True,Cherbourg,no,True,Youth,small,0
1,2,female,-1.8100316150104407,1,2,-0.13553738185483533,S,Second,child,False,Southampton,yes,False,kids,small,3
0,3,male,-1.3720783631655022,5,2,0.23111065096808991,S,Third,child,False,Southampton,no,False,Child,medium,7
0,3,male,-0.5691640681164485,0,0,-0.5284309041500147,C,Third,man,True,Cherbourg,no,True,Youth,small,0
1,1,female,0.5987112701367212,0,0,0.8648469374662008,S,First,woman,False,Southampton,yes,True,Middle,small,0
0,1,male,1.1096567306224832,1,0,0.9313796744928151,S,First,man,True,Southampton,no,False,Middle,small,1
0,3,male,-1.883023823651264,3,2,-0.13266546514865057,S,Third,child,False,Southampton,no,False,kids,small,5
0,1,male,-0.0071884664720878915,0,0,-0.13609644830697265,C,First,man,True,Cherbourg,no,True,Youth,small,0
1,3,male,-0.0071884664720878915,1,1,-0.37494418770467464,C,Third,man,True,Cherbourg,yes,False,Youth,small,2
1,2,female,-0.058218607630686516,0,0,-0.46580780306608655,S,Second,woman,False,Southampton,yes,True,Youth,small,0
0,3,male,-0.7881406940389174,0,0,-0.510642252071906,S,Third,man,True,Southampton,no,True,Youth,small,0
1,3,female,-0.9341251113205636,4,2,-0.5151090398555921,S,Third,woman,False,Southampton,yes,False,Child,small,6
0,3,male,-0.27719523355315595,2,0,-0.5009887827168503,S,Third,man,True,Southampton,no,False,Youth,small,2
0,2,male,0.1607580182917826,0,0,-0.46580780306608655,S,Second,man,True,Southampton,no,True,Middle,small,0
0,3,female,-1.0071173199613868,5,2,0.23111065096808991,S,Third,woman,False,Southampton,no,False,Child,medium,7
0,2,male,-0.6421562767572715,0,0,0.7403972135315265,S,Second,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.27719523355315595,1,0,-0.39010024946878047,C,Third,man,True,Cherbourg,no,False,Youth,small,1
1,3,male,0.1607580182917826,0,0,0.4148329064961435,S,Third,man,True,Southampton,yes,True,Middle,small,0
0,3,male,-0.350187442193979,0,0,-0.5203742204835976,S,Third,man,True,Southampton,no,True,Youth,small,0
1,2,male,-2.114409125042673,0,2,-0.11160474263662873,S,Second,child,False,Southampton,yes,False,kids,small,2
1,3,female,0.014773601010136526,0,0,-0.4279942331013202,S,Third,woman,False,Southampton,yes,True,Youth,small,0
0,3,male,-0.5691640681164485,0,0,-0.49452697012793445,S,Third,man,True,Southampton,no,True,Youth,small,0
1,3,male,-0.058218607630686516,0,0,-0.4849539144406519,S,Third,man,True,Southampton,yes,True,Youth,small,0
1,3,female,-0.0071884664720878915,0,0,-0.517741630169595,Q,Third,woman,False,Queenstown,yes,True,Youth,small,0
0,1,male,-0.13121081627150988,0,0,0.23493987324300297,S,First,man,True,Southampton,no,True,Youth,small,0
1,2,female,-0.9341251113205636,0,0,-0.46580780306608655,S,Second,woman,False,Southampton,yes,True,Child,small,0
1,3,female,0.23375022693260566,3,0,-0.3633761072121623,S,Third,woman,False,Southampton,yes,False,Middle,small,3
0,3,male,-1.0071173199613868,1,3,-0.008694393998340301,S,Third,man,True,Southampton,no,False,Child,small,4
1,1,female,-0.4961718594756251,3,2,4.3685853190116495,S,First,woman,False,Southampton,yes,False,Youth,small,5
0,3,male,-0.4231796508348021,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.058218607630686516,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.7151484853980944,0,0,-0.5164645845409114,S,Third,man,True,Southampton,no,True,Youth,small,0
0,1,male,1.1826489392633066,1,0,0.5044213908400094,S,First,man,True,Southampton,no,False,Middle,small,1
0,3,male,-0.27719523355315595,1,2,-0.2729107309673413,S,Third,man,True,Southampton,no,False,Youth,small,3
0,3,male,2.131547651594006,0,0,-0.5280326650334237,S,Third,man,True,Southampton,no,True,Old,small,0
0,1,male,3.0074541552838836,0,0,-0.0033487997025616837,C,First,man,True,Cherbourg,no,True,Old,small,0
1,1,male,-0.4961718594756251,0,1,0.5462230958040978,C,First,man,True,Cherbourg,yes,False,Youth,small,1
1,2,female,0.3067424355734287,0,1,-0.22648141088402043,S,Second,woman,False,Southampton,yes,False,Middle,small,1
0,2,male,0.3067424355734287,1,0,-0.1690430767603246,S,Second,man,True,Southampton,no,False,Middle,small,1
0,3,female,-0.13121081627150988,0,0,-0.5156681063077294,S,Third,woman,False,Southampton,no,True,Youth,small,0
0,1,male,-0.6421562767572715,0,1,0.8129131103626924,S,First,man,True,Southampton,no,False,Youth,small,1
0,3,male,0.23375022693260566,0,0,-0.5011476954412591,S,Third,man,True,Southampton,no,True,Middle,small,0
0,3,male,0.5257190614958982,2,0,-0.5151090398555921,S,Third,man,True,Southampton,no,False,Middle,small,2
0,3,male,-0.13121081627150988,0,0,-0.5156681063077294,S,Third,man,True,Southampton,no,True,Youth,small,0
1,3,female,-0.6421562767572715,0,0,-0.5203742204835976,S,Third,woman,False,Southampton,yes,True,Youth,small,0
1,3,male,-0.0071884664720878915,0,0,-0.517980956561777,S,Third,man,True,Southampton,yes,True,Youth,small,0
0,3,male,0.5987112701367212,0,0,-0.5156681063077294,S,Third,man,True,Southampton,no,True,Middle,small,0
1,3,female,-0.0071884664720878915,1,0,-0.20446338280327045,Q,Third,woman,False,Queenstown,yes,False,Youth,small,1
0,1,male,1.2556411479041292,0,0,0.3287558189783729,S,First,man,True,Southampton,no,True,Middle,small,0
0,3,female,-1.1166056329226213,1,0,-0.39010024946878047,C,Third,child,False,Cherbourg,no,False,Child,small,1
0,3,male,-0.5691640681164485,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,female,-0.7151484853980944,1,0,-0.4787314282439181,S,Third,woman,False,Southampton,no,False,Youth,small,1
0,3,female,-0.9341251113205636,0,0,-0.3900217504121448,C,Third,woman,False,Cherbourg,no,True,Child,small,0
0,3,male,-0.6421562767572715,0,0,-0.5151090398555921,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,2.9709580509634717,0,0,-0.5184596093461411,Q,Third,man,True,Queenstown,no,True,Old,small,0
0,2,male,-0.058218607630686516,1,0,-0.26477363363315104,S,Second,man,True,Southampton,no,False,Youth,small,1
0,1,male,-0.4231796508348021,0,1,4.072218831822478,C,First,man,True,Cherbourg,no,False,Youth,small,1
0,3,female,-2.0290082409329098,4,2,-0.06804733925949275,S,Third,child,False,Southampton,no,False,kids,small,6
0,2,male,-0.6421562767572715,2,0,0.7403972135315265,S,Second,man,True,Southampton,no,False,Youth,small,2
0,2,male,0.1972541226121943,1,0,-0.09110308657674429,C,Second,man,True,Cherbourg,no,False,Middle,small,1
1,2,female,0.1972541226121943,0,0,-0.41794252462967335,S,Second,woman,False,Southampton,yes,True,Middle,small,0
0,1,male,1.766586608389891,0,1,0.8129131103626924,S,First,man,True,Southampton,no,False,Old,small,1
1,3,male,-1.299086154524679,1,0,-0.4516071322595715,C,Third,child,False,Cherbourg,yes,False,Child,small,1
0,3,male,-0.0071884664720878915,0,0,-0.5184596093461411,Q,Third,man,True,Queenstown,no,True,Youth,small,0
1,3,male,-0.4231796508348021,0,0,-0.5301061888952892,S,Third,man,True,Southampton,yes,True,Youth,small,0
1,3,female,-0.0071884664720878915,1,1,-0.23876747055307898,C,Third,woman,False,Cherbourg,yes,False,Youth,small,2
0,3,male,1.1096567306224832,0,0,-0.5332978456614292,S,Third,man,True,Southampton,no,True,Middle,small,0
0,3,male,0.23375022693260566,0,0,-0.5156681063077294,C,Third,man,True,Cherbourg,no,True,Middle,small,0
0,3,male,-0.7151484853980944,0,0,-0.5318618873083367,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,female,1.2556411479041292,1,0,-0.3892233575678254,S,Third,woman,False,Southampton,no,False,Middle,small,1
0,2,male,-0.350187442193979,0,0,-0.41794252462967335,S,Second,man,True,Southampton,no,True,Youth,small,0
0,2,male,-0.4961718594756251,0,0,-0.3787734099795877,C,Second,man,True,Cherbourg,no,True,Youth,small,0
1,1,female,-0.7881406940389174,0,2,-0.16361898340791028,S,First,woman,False,Southampton,yes,False,Youth,small,2
0,1,male,0.5257190614958982,1,0,0.34981654149039465,S,First,man,True,Southampton,no,False,Middle,small,1
0,3,male,-1.0071173199613868,0,0,-0.49037800779306623,S,Third,man,True,Southampton,no,True,Child,small,0
0,1,male,-0.4231796508348021,0,0,0.8495300483665488,C,First,man,True,Cherbourg,no,True,Youth,small,0
0,3,female,-0.0071884664720878915,0,2,-0.37494418770467464,C,Third,woman,False,Cherbourg,no,False,Youth,small,2
1,3,female,-0.5691640681164485,0,0,-0.5184596093461411,S,Third,woman,False,Southampton,yes,True,Youth,small,0
1,3,female,-0.4231796508348021,1,0,-0.3633761072121623,S,Third,woman,False,Southampton,yes,False,Youth,small,1
0,3,male,-0.7881406940389174,0,0,-0.5376057207207064,Q,Third,man,True,Queenstown,no,True,Youth,small,0
0,2,male,-0.8611329026797405,0,0,-0.44666169169152126,S,Second,man,True,Southampton,no,True,Child,small,0
0,2,male,-0.7881406940389174,1,1,0.03677762051625222,S,Second,man,True,Southampton,no,False,Youth,small,2
1,3,male,-0.20420302491233291,0,0,-0.517582717445186,S,Third,man,True,Southampton,yes,True,Youth,small,0
0,3,female,-1.5180627804471483,2,2,-0.008694393998340301,S,Third,child,False,Southampton,no,False,kids,small,4
0,2,male,0.4892229571754865,0,2,-0.1690430767603246,S,Second,man,True,Southampton,no,False,Middle,small,2
0,2,male,0.8906801047000137,0,0,-0.41794252462967335,S,Second,man,True,Southampton,no,True,Middle,small,0
0,2,male,1.5476099824674214,0,0,-0.42703692753259187,S,Second,man,True,Southampton,no,True,Old,small,0
1,1,female,-0.5691640681164485,1,0,0.6082890450470259,S,First,woman,False,Southampton,yes,False,Youth,small,1
0,3,male,1.8760749213511259,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Old,small,0
0,3,male,0.7811917917387793,0,2,-0.3892233575678254,S,Third,man,True,Southampton,no,False,Middle,small,2
0,3,male,-0.0071884664720878915,0,0,-0.5268360330725135,S,Third,man,True,Southampton,no,True,Youth,small,0
0,1,male,1.5476099824674214,0,1,0.5083310267826956,C,First,man,True,Cherbourg,no,False,Old,small,1
1,3,female,-1.0071173199613868,0,0,-0.5187793494060964,Q,Third,woman,False,Queenstown,yes,True,Child,small,0
0,3,male,0.014773601010136526,0,0,-0.5127157759337715,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.0071884664720878915,0,0,-0.5009887827168503,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.0071884664720878915,8,2,0.6647700736019937,S,Third,man,True,Southampton,no,False,Youth,Large,10
0,3,male,1.0366645219816597,0,1,-0.3585895793685209,S,Third,man,True,Southampton,no,False,Middle,small,1
1,2,female,0.7446956874183672,0,0,-0.3652907183496188,S,Second,woman,False,Southampton,yes,True,Middle,small,0
0,3,male,-0.27719523355315595,0,0,-0.517980956561777,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.9341251113205636,0,0,-0.5009887827168503,S,Third,man,True,Southampton,no,True,Child,small,0
0,3,male,-2.102000449573733,4,1,0.09301932267903773,S,Third,child,False,Southampton,no,False,kids,small,5
1,3,male,-1.5180627804471483,0,2,-0.27386803653606956,S,Third,child,False,Southampton,yes,False,kids,small,2
1,1,female,-0.0071884664720878915,0,1,0.38619415310206867,S,First,woman,False,Southampton,yes,False,Youth,small,1
0,3,female,1.1096567306224832,1,4,-0.13266546514865057,S,Third,woman,False,Southampton,no,False,Middle,small,5
0,1,male,-0.0071884664720878915,0,0,-0.17047903511341697,S,First,man,True,Southampton,no,True,Youth,small,0
0,3,male,-0.13121081627150988,0,0,0.4148329064961435,S,Third,man,True,Southampton,no,True,Youth,small,0
0,1,male,2.2775320688756526,0,0,-0.025447241451084925,S,First,man,True,Southampton,no,True,Old,small,0
0,3,male,-1.883023823651264,4,1,-0.10921147871480806,Q,Third,child,False,Queenstown,no,False,kids,small,5
1,3,female,-2.102000449573733,1,1,-0.45368257073257434,S,Third,child,False,Southampton,yes,False,kids,small,2
0,1,male,1.912571025671537,0,0,-0.07913676696764095,C,First,man,True,Cherbourg,no,True,Old,small,0
0,3,male,-0.8611329026797405,1,1,-0.5164645845409114,S,Third,man,True,Southampton,no,False,Child,small,2
0,3,male,-0.0071884664720878915,3,1,-0.17925369795638024,S,Third,man,True,Southampton,no,False,Youth,small,4
0,1,female,1.4746177738265986,0,0,-0.11710924965681628,C,First,woman,False,Cherbourg,no,True,Middle,small,0
0,2,male,0.014773601010136526,0,0,-0.41794252462967335,S,Second,man,True,Southampton,no,True,Youth,small,0
0,3,male,0.4527268528550751,0,0,-0.6668419724990221,S,Third,man,True,Southampton,no,True,Middle,small,0
0,3,female,-0.0071884664720878915,8,2,0.6647700736019937,S,Third,woman,False,Southampton,no,False,Youth,Large,10
0,2,male,-0.0071884664720878915,0,0,-0.37869299631181447,C,Second,man,True,Cherbourg,no,True,Youth,small,0
0,3,male,-1.5180627804471483,4,2,-0.06589340172985411,S,Third,child,False,Southampton,no,False,kids,small,6
1,2,male,-2.102000449573733,2,1,0.07985637110902419,S,Second,child,False,Southampton,yes,False,kids,small,3
1,3,female,-1.883023823651264,0,2,-0.24514886947422165,S,Third,child,False,Southampton,yes,False,kids,small,2
0,1,male,-0.0071884664720878915,0,0,0.2904635962292423,S,First,man,True,Southampton,no,True,Youth,small,0
1,3,female,-0.0071884664720878915,1,0,-0.37007724619326016,Q,Third,woman,False,Queenstown,yes,False,Youth,small,1
1,1,male,1.1096567306224832,0,0,-0.1585127155043137,S,First,man,True,Southampton,yes,True,Middle,small,0
0,3,male,0.7446956874183672,1,1,-0.37007724619326016,Q,Third,man,True,Queenstown,no,False,Middle,small,2
0,3,male,0.4527268528550751,0,0,-0.5156681063077294,S,Third,man,True,Southampton,no,True,Middle,small,0
1,2,female,0.1607580182917826,0,0,-0.41794252462967335,S,Second,woman,False,Southampton,yes,True,Middle,small,0
0,2,male,-0.7881406940389174,0,0,-0.41794252462967335,S,Second,man,True,Southampton,no,True,Youth,small,0
1,3,female,-0.7881406940389174,1,0,-0.5164645845409114,S,Third,woman,False,Southampton,yes,False,Youth,small,1
1,2,male,-1.956016032292087,1,1,-0.1690430767603246,S,Second,child,False,Southampton,yes,False,kids,small,2
1,1,female,1.0366645219816597,0,0,-0.13609644830697265,C,First,woman,False,Cherbourg,yes,True,Middle,small,0
1,1,female,2.0585554429531836,0,0,2.138461582991384,C,First,woman,False,Cherbourg,yes,True,Old,small,0
0,3,male,0.8906801047000137,0,1,-0.5059342232849005,S,Third,man,True,Southampton,no,False,Middle,small,1
0,2,female,-0.4231796508348021,0,0,-0.41794252462967335,S,Second,woman,False,Southampton,no,True,Youth,small,0
0,3,male,-0.13121081627150988,0,0,-0.4849539144406519,S,Third,man,True,Southampton,no,True,Youth,small,0
0,3,male,0.3067424355734287,0,0,-0.5424726622321209,S,Third,man,True,Southampton,no,True,Middle,small,0
0,3,male,1.1461528349428949,0,0,-0.5285113178177879,C,Third,man,True,Cherbourg,no,True,Middle,small,0
1,3,male,-0.8611329026797405,0,0,-0.5127157759337715,S,Third,man,True,Southampton,yes,True,Child,small,0
